company,country,technology,transformation_tech,year,production,scope1,scope2_location,scope2_market,scope_1_2_location,intensity_location_co2e,intensity_market_co2e,cdp_climate_score,cap_supplier_engagement,ecovadis,ESG_transparency,SBTi_validated,responsible_steel,iso_14001,iso_14064,iso_45001,data_quality,notes,Unnamed: 23,carbon_price,electricity_price,electricity_price_eu,coal_price_australia,iron_ore_price,natural_gas_price,natural_gas_price_eu,crude_steel_production,crude_steel_production_eu,capacity_utilisation_eu,ETS_coke_production,ETS_metal_ore,ETS_iron_steel,ETS_hydrogen_gas,SCI,hydrogen_use,free_allocation,ETS_free_ratio,ETS,CBAM,IED_update,green_deal,NZIA,CSP_funding,GPP,CSR,paris,KSG,ESRS,glasgow,govt_change,govt_change_DE,govt_change_IT,govt_change_SE,govt_change_NL,govt_change_ES,govt_change_FI,govt_change_FR,govt_change_LU,govt_change_GB,govt_change_AT,EU_parl,EU_comm,Construction/ Infrastructure (C/I),Automotive/ Mobility (A/M),Energy/Power (E/P),Wind/Solar Energy (W/S),Oil & Gas/ Pipelines (O/G),Mechanical Eng./ Industrial Apps (ME/IA),Railways/ Track Systems (R/TS),Aerospace/ Aviation (A/A),HH Appliances/ Consumer Goods (HA/CG),Packaging/Food Industry (P/FI),client_pressure_score,carbon_intensity
Nippon Steel,Japan,BF-BOF,,2019,33.0,62.987,11.035,,74.022,1.97,,,,,Thomson Reuters Top 100 Global Innovator (8th yr; only steel co.); Worldsteel Climate Action; FTSE4Good; FTSE Blossom Japan,No,No,Yes,,ISO 45001 (expanding),Fair,FY2020 data (Apr 2019-Mar 2020); Significant production drop due to COVID-19; Total CO2 (Scope 1+2): 74.022 Mt; Intensity affected by low production efficiency; ISO 45001 goal: all areas by end FY2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9086969696969698
Nippon Steel,Japan,BF-BOF,,2020,38.68,71.292,12.478,,83.77,1.88,,,,,Thomson Reuters Top 100 Global Innovator (9th yr); Worldsteel Climate Action; FTSE4Good; FTSE Blossom Japan,No,No,Yes,,ISO 45001 (expanding),Good,FY2021 data (Apr 2020-Mar 2021); Adjusted to include new EAF subsidiaries; Total CO2 (Scope 1+2): 83.770 Mt; Production recovery post-COVID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8431230610134437
Nippon Steel,Japan,BF-BOF,,2021,34.25,63.397,11.912,,75.309,1.92,,,,,Worldsteel Climate Action; Worldsteel Sustainability Champion 2022 (3rd time); FTSE4Good (4th yr); FTSE Blossom Japan; FTSE Blossom Japan Sector Relative; MSCI Japan ESG Select Leaders; S&P/JPX Carbon Efficient (GPIF); ESG Finance Award Japan,No,No,Yes,,ISO 45001 (12 sites by Apr 2023),Good,FY2022 data (Apr 2021-Mar 2022); Production declined; Total CO2 (Scope 1+2): 75.309 Mt; 47 EPD certifications (80%+ products); ESG Finance Award from Ministry of Environment (FY2021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.851007299270073
Nippon Steel,Japan,BF-BOF,,2022,34.99,64.007,12.466,,76.473,1.93,,,,,Worldsteel Climate Action (15-year recognition 2023); FTSE4Good; FTSE Blossom Japan Sector Relative; MSCI Japan ESG Select Leaders; S&P/JPX Carbon Efficient,No,No,Yes,,ISO 45001 (all 12 sites by Apr 2024),Good,FY2023 data (Apr 2022-Mar 2023); Total CO2 (Scope 1+2): 76.472 Mt; ISO 45001 all steelworks and offices certified by April 2024; 15-year recognition as Climate Action Data Provider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8292940840240068
Nippon Steel,Japan,BF-BOF,,2023,38.64,63.672,11.423,,75.095,1.96,,,,,FTSE4Good; FTSE Blossom Japan Sector Relative; MSCI Japan ESG Select Leaders; S&P/JPX Carbon Efficient,No,No,Yes,,Yes (all sites),Good (preliminary),FY2024 data (Apr 2023-Mar 2024); PRELIMINARY figures; Consolidated production excl. G/GJ Steel; Scope 2 uses FY2023 emission factors (provisional); Externally verified (limited assurance); IPP operations excluded; Total CO2 (Scope 1+2): 75.095 Mt; ISO 45001 all 12 steelworks and offices certified; Carbon Neutral Vision 2050 (30% reduction by 2030 vs 2013; net-zero 2050),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6478260869565216
Baosteel,China,BF-BOF,,2013,22.0,,,,,,,,,,UN Global Compact GC 100 Index; Highest credit rating (A-/A3/A-); National Environment-Friendly Enterprise,No,No,Yes (first in CN metallurgy 1998),,OHSAS 18001,Fair,"Pre-merger Baosteel only; Crude steel production; Emissions data not available; Reporting boundary: Baosteel Co. Ltd. and key subsidiaries (Shanghai, Meishan, BNA); Credit rating: Highest in global steel industry (S&P, Moody's, Fitch)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baosteel,China,BF-BOF,,2014,23.6,,,,,,,,,,QC080000 certified (first steel co. in China); Green Leaf Mark (Intertek); Credit rating maintained,No,No,Yes,,OHSAS 18001,Fair,Pre-merger; Crude steel production; Emissions data not available; QC080000: First steel company in China with hazardous substances certification; Green Leaf Mark: 8 carbon steel product categories certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baosteel,China,BF-BOF,,2015,22.3,,,,,,,,,,Credit rating maintained,No,No,Yes,,OHSAS 18001,Fair,Pre-merger; Crude steel production; Emissions data not available; ISO 9001 since 1995 (all production bases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baosteel,China,BF-BOF,,2016,23.74,,,,,,,,,,UN Global Compact Vanguard Enterprise (first in China for SDGs); Credit rating maintained,No,No,Yes,,OHSAS 18001,Fair,Pre-merger; Crude steel production; Emissions data not available; UN Global Compact: Selected as first Vanguard Enterprise in China for achieving SDGs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baosteel,China,BF-BOF,,2017,47.05,96.8,2.91,,99.71,2.13,,,,,UN Global Compact Vanguard Enterprise (2nd time); Credit rating BBB+/Baa1/A,No,No,Yes,,OHSAS 18001,Good,"MERGER YEAR: Wuhan Iron & Steel merged (production nearly doubled); Reporting boundary expanded to 4 main sites (Baoshan, Meishan, Zhanjiang, Qingshan); Crude steel production; GHG data SGS verified; Total CO2 (Scope 1+2): 99.71 Mt; Post-merger baseline; Credit rating: Fitch upgraded to A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0573857598299683
Baosteel,China,BF-BOF,,2018,48.49,105.69,2.13,,107.82,2.04,,,,,Credit rating A-/A3/A (Moody's and S&P upgraded),No,No,Yes,,OHSAS 18001/ISO 45001 (mixed),Good,Post-merger consolidated (4 sites); GHG data SGS verified; Total CO2 (Scope 1+2): 107.81 Mt; Baoshan and Dongshan: ISO 45001; Qingshan and Meishan: OHSAS 18001; Credit rating maintained highest in global steel industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1796246648793565
Baosteel,China,BF-BOF,,2019,46.87,106.17,2.85,,109.02,2.04,,,,,Green Factory (Dongshan MIIT); Credit rating maintained,No,No,Yes,,OHSAS 18001/ISO 45001,Good,Post-merger (4 sites); GHG data SGS verified (4 sites); Total CO2 (Scope 1+2): 109.02 Mt; Dongshan Base: Green Factory honor from Ministry of Industry and Information Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2652016215062942
Baosteel,China,BF-BOF,,2020,45.62,104.18,3.38,,107.56,2.08,,,,,Worldsteel LCA Outstanding Achievement Award; Credit rating maintained,No,No,Yes,,OHSAS 18001/ISO 45001,Excellent,Post-merger (4 sites); GHG data SGS verified; ISO 14064-1:2018 verified; Total CO2 (Scope 1+2): 107.56 Mt; Worldsteel: LCA Award for application in carbon trading market; ISO 50001: First domestically certified (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.283647523016221
Baosteel,China,BF-BOF,,2021,46.33,86.456,3.086,,89.542,1.87,,B,,,MSCI ESG upgraded; Central Enterprises ESG Pioneer #7; Ultra-low Emission Level-A (Dongshan); Credit rating A-/A2/A,No,No,Yes (100% coverage),Yes (ISO 14064-1:2018),Yes (100% coverage),Excellent,"Post-merger (4 sites); BEST INTENSITY YEAR; GHG data SGS verified; ISO 14064-1:2018 verified; Total CO2 (Scope 1+2): 89.542 Mt; ISO 14001/45001/50001: All 100% coverage achieved; Dongshan: First in Guangdong Province as Ultra-low Emission Level-A Enterprise; CDP B; MSCI upgraded; Credit rating: Moody's upgraded to A2, Fitch outlook Positive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.866091085689618
Baosteel,China,BF-BOF,,2022,50.89,91.956,2.865,,94.821,1.86,,B,,,MSCI ESG upgraded; Central Enterprises ESG Pioneer #4 (up 3 ranks); Dual-carbon Leadership Excellent; Worldsteel Charter; Credit rating A-/A2/A+,No,No,Yes (100%),Yes (ISO 14064-1:2018),Yes (100%),Excellent,Post-merger (4 sites); BEST INTENSITY YEAR; GHG data SGS verified; ISO 14064-1:2018 verified; Total CO2 (Scope 1+2): 94.820 Mt; Baowu Group: Worldsteel Sustainability Charter member (2022-2024); Dual-carbon Leadership Ranking: Excellent (highest rating); Central ESG Pioneer: #4 (improved 3 ranks); ISO/IEC 27001: 29.3% coverage; Credit rating: Fitch upgraded to A+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80695617999607
Baosteel,China,BF-BOF,,2023,52.83,105.69,2.13,,107.82,2.04,,A- (Leadership),,Medals and Badges,MSCI ESG upgraded; DJSI S&P Global Sustainability Yearbook 2023 (China); Central ESG Pioneer #4 (Top 100; #1 manufacturing); Dual-carbon Leadership Excellent; Credit rating A-/A/A+,No (Carbon peaking 2023 target),No,Yes (100%),Yes (ISO 14064-1:2018),Yes (100%),Good,"Post-merger (4 sites); GHG data SGS verified; Total CO2 (Scope 1+2): 107.81 Mt; DATA NOTE: Values coincidentally identical to 2018 due to restatement with updated emission factors by Ministry of Environment; CDP A- Leadership Level; DJSI: Listed in S&P Global Sustainability Yearbook 2023 (China Edition); Central ESG Pioneer: #4 overall, #1 in manufacturing; EcoVadis: Medals and Badges (level not specified); Baosteel supports Baowu Group carbon peaking by 2023, neutrality by 2050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0005678591709257
Baosteel,China,BF-BOF,,2024,53.21,106.34,-0.14,,106.2,2.0,,A- (Climate Leader),,,"DJSI S&P Global Sustainability Yearbook 2025 (Top 5% global, Top 1% Best Progressive); Central Enterprises ESG Pioneer #7; Credit rating maintained","No (Carbon peaking 2023, neutrality 2050)",No,Yes (100%),Yes (ISO 14064-1:2018),Yes (100%),Good (Scope 2 anomaly),"Post-merger (4 sites); GHG data SGS verified; Total CO2 (Scope 1+2): 106.22 Mt; SCOPE 2 ANOMALY: Negative value (-0.14 Mt) may reflect renewable energy credits, net electricity generation, or accounting methodology; CDP: Recognized as Climate Change Leader (A-); DJSI: Top 5% globally, Top 1% and Best Progressive Enterprise in Sustainability Yearbook 2025; ISO/IEC 27001: 75% coverage (4 bases); Carbon neutrality target 2050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.998496523209923
SHS Group,Germany,BF-BOF,EAF + DRI-H2,2017,5.335,8.194,0.437,,8.631,1.62,,,,,,,,ISO 14001 (Dillinger only),Yes,Yes,Fair,ISO 14001 surveillance audit at Dillinger; Group-wide ISO 45001; emissions as reported by SHS Group.,,5.8,0.15165,0.11275,0.010276933,65.26184397,0.0312,0.0296,43.6,168.7,73.5,3952184.0,69471.0,29877260.0,3189746.0,0.685258257,0.106761664,42308482.0,1.416076374,3.0,,1.0,,,,,2.0,,,,,,,,,1.0,,,1.0,,,1.0,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.5,1.5358950328022494
SHS Group,Germany,BF-BOF,EAF + DRI-H2,2018,5.116,7.966,0.303,,8.269,1.62,,,,Silver (Dillinger only),,,,ISO 14001 (Dillinger only),Yes,Yes,Fair,EcoVadis Silver for Dillinger; Group-wide ISO 45001; Saarstahl not certified; emissions per SHS data.,,15.5,0.15075,0.1131,0.011356758,57.98030254,0.0316,0.03155,42.4,167.6,73.1,3852773.0,80645.0,30139010.0,3102719.0,0.710825708,0.102946945,41481982.0,1.376355162,3.0,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.5,1.557075840500391
SHS Group,Germany,BF-BOF,EAF + DRI-H2,2019,4.519,7.843,0.523,,8.366,1.85,,,,,,,,ISO 14001 (Dillinger only),Yes,Yes,Good,ISO 14001 recertification at Dillinger; ISO 14064 applied group-wide for GHG reporting; OHSAS 18001 at Dillinger France.,,24.7,0.15825,0.1205,0.008927396,84.26424977,0.0309,0.03225,39.7,159.4,69.6,3734684.0,79149.0,28342719.0,3128562.0,0.713922393,0.11038327,40645254.0,1.43406333,3.0,,,communicated,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.5,1.7355609648152246
SHS Group,Germany,BF-BOF,EAF + DRI-H2,2020,3.695,6.377,0.317,,6.694,1.81,,A-,,Silver (Dillinger only),UN Global Compact member,,,ISO 14001 (Dillinger only),Yes,Yes,Excellent,"First CDP submission (A-, group-wide); EcoVadis Silver (Dillinger); UN Global Compact group-wide.",,24.4,0.17995,0.1257,0.006938629,97.39234831,0.0289,0.02925,35679.0,138.8,62.1,3309214.0,81019.0,25065607.0,3028868.0,0.000702531,0.120837608,39805692.0,1.588060165,3.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.5,1.7258457374830853
SHS Group,Germany,BF-BOF,EAF + DRI-H2,2021,4.919,8.179,0.518,,8.697,1.77,,B,Yes,Gold (Dillinger only),UN Global Compact member,,,ISO 14001 (Dillinger only),Yes,Yes,Good,CDP B (group-wide); CDP Supplier Engagement Leaderboard; EcoVadis Gold (Dillinger).,,52.5,0.18365,0.13685,0.013621893,124.9926654,0.0349,0.03605,40.241,149.6,71.7,3697695.0,72621.0,28285827.0,2752903.0,0.702910638,0.097324466,41503407.0,1.46728632,4.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.5,1.6627363285220575
SHS Group,Germany,BF-BOF,EAF + DRI-H2,2022,4.56,7.843,0.633,,8.476,1.86,,A-,,Gold (Dillinger only),UN Global Compact member,Committed (group-wide),,"ISO 14001 (Dillinger, ROGESA, ZKS only)",Yes,Yes,Excellent,CDP A- (group-wide); SBTi commitment (group-wide); EcoVadis Gold (Dillinger).,,80.32,0.2094,0.1972,0.035601772,98.08378154,0.0573,0.07615,36.86,136.4,64.0,3769578.0,62355.0,26375074.0,2575457.0,0.715547314,0.097647385,42394481.0,1.607369177,4.0,,,,,1.0,2.0,,,,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.5,1.7199561403508774
SHS Group,Germany,BF-BOF,EAF + DRI-H2,2023,4.079,5.552,0.473,,6.025,1.48,,A,,Gold (Dillinger only),UN Global Compact member,Committed (group-wide),Membership (group-wide),"ISO 14001 (Dillinger, ROGESA, ZKS only)",Yes,Yes,Excellent,CDP A (group-wide); ResponsibleSteel membership; EcoVadis Gold (Dillinger); LESS founding members (Dillinger & Saarstahl only).,,84.0,0.21835,0.2077,0.017881373,97.74855755,0.0775,0.07575,35.395,126.3,60.1,3324150.0,62486.0,26282318.0,2512426.0,0.742543241,0.095593775,42367663.0,1.61202155,4.0,1.0,,,,1.0,,,,,2.0,,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.5,1.3611179210590831
SHS Group,Germany,BF-BOF,EAF + DRI-H2,2024,4.485,5.595,0.591,,6.186,1.38,,A,,Gold (Dillinger only),UN Global Compact member,Validated (Net-zero 2050; group-wide),Membership (group-wide),"ISO 14001 (Dillinger, ROGESA, ZKS only)",Yes,Yes,Excellent,CDP A / A-List (group-wide); SBTi validated: net-zero 2050 + 2030 reductions; LESS founding members (Dillinger & Saarstahl only).,,65.0,0.23435,0.1913,0.013949641,87.80313684,0.06955,0.06295,37.234,129.5,65.4,3358260.0,63771.0,27012115.0,2626502.0,0.725469061,0.097234222,42225448.0,1.563204066,4.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.5,1.2474916387959865
